state,bill_number,title,description,url,session,session_year,sponsors,subjects,last_action
AZ,SB1675,Peace officers; cameras; disclosures; recordings,Peace officers; cameras; disclosures; recordings,https://legiscan.com/AZ/bill/SB1675/2025,Fifty-seventh Legislature - First Regular Session (2025),2025-2025,Sally Gonzales,"Cameras, Certification Suspension Or Revocation, Definitions, Disclosures, Effective Date, Exceptions, Filing Deadlines, Incident Recording Requirements, Law Enforcement Officers, Notice, Peace Officers, Presumptions, Privacy Interests, Public Officers And Employees - Title 38, Recordings, Retention Schedule",Introduced in Senate and read first time
AZ,SB1282,Aggravated unlawful flight; law enforcement,Aggravated unlawful flight; law enforcement,https://legiscan.com/AZ/bill/SB1282/2025,Fifty-seventh Legislature - First Regular Session (2025),2025-2025,"David Gowan, Hildy Angius, Frank Carroll, Tim Dunn, Brian Fernandez, John Kavanagh, Vince Leach, Javan Mesnard, Kevin Payne, Wendy Rogers, Janae Shamp, Thomas Shope, Walter Blackman, Selina Bliss, Michael Carbone, Lupe Diaz, Matt Gress, Gail Griffin, Nickolas Kupper, David Livingston, Chris Lopez, David Marshall, Steve Montenegro, Quang Nguyen, Michael Way","Aggravated Unlawful Flight, Classification, Law Enforcement, Pursuing Law Enforcement Vehicle, Traffic Laws, Transportation - Title 28, Violation",Introduced in Senate and read first time
AZ,HB2668,Overtime pay; law enforcement,Overtime pay; law enforcement,https://legiscan.com/AZ/bill/HB2668/2025,Fifty-seventh Legislature - First Regular Session (2025),2025-2025,Lisa Fink,,Introduced in House and read first time
AZ,SB1564,Peace officers; racial profiling; reporting,Peace officers; racial profiling; reporting,https://legiscan.com/AZ/bill/SB1564/2025,Fifty-seventh Legislature - First Regular Session (2025),2025-2025,Theresa Hatathlie,"Arizona Peace Officer Standards And Training Board (azpost), Azpost (see Also: Arizona Peace Officer Standards And Training Board), Definitions, Immunity, Mandatory Reporting, Peace Officers, Prevention Policy, Prohibited, Racial Profiling, Records, Reporting, State Government - Title 41",Introduced in Senate and read first time
AZ,HB2386,Pay parity; law enforcement; benchmarks,Pay parity; law enforcement; benchmarks,https://legiscan.com/AZ/bill/HB2386/2025,Fifty-seventh Legislature - First Regular Session (2025),2025-2025,David Marshall,,Introduced in House and read first time
AZ,SB1695,Election officers; privacy protections,Election officers; privacy protections,https://legiscan.com/AZ/bill/SB1695/2025,Fifty-seventh Legislature - First Regular Session (2025),2025-2025,Priya Sundareshan,"Classification, Confidentiality, Counties - Title 11, Criminal Code - Title 13, Definition, Definitions, Election Officer, Election Officers, Elections And Electors - Title 16, Exception, Information Identifying Eligible Persons, Maintained By County Assessor And County Treasurer, Maintained By County Recorder, Maintained By Department Of Transportation, Personal Information On The Internet, Privacy Protections, Public Records, Printing And Notices - Title 39, Records, Redaction, Release Of Personal Information, Releasing Information, Transportation - Title 28, Violation, Violations, Voter Registration",Introduced in Senate and read first time
AZ,HB2532,Election officers; privacy protections.,Election officers; privacy protections.,https://legiscan.com/AZ/bill/HB2532/2025,Fifty-seventh Legislature - First Regular Session (2025),2025-2025,"Lorena Austin, Anna Abeytia, Cesar Aguilar, Junelle Cavero, Lupe Contreras, Patricia Contreras, Quanta Crews, Brian Garcia, Nancy Gutierrez, Sarah Liguori, Elda Luna-Najera, Christopher Mathis, Mariana Sandoval, Stephanie Simacek, Stephanie Stahl Hamilton, Myron Tsosie, Betty Villegas",,Introduced in House and read first time
AZ,SB1675,Peace officers; cameras; disclosures; recordings,Peace officers; cameras; disclosures; recordings,https://legiscan.com/AZ/bill/SB1675/2025,Fifty-seventh Legislature - First Regular Session (2025),2025-2025,Sally Gonzales,"Cameras, Certification Suspension Or Revocation, Definitions, Disclosures, Effective Date, Exceptions, Filing Deadlines, Incident Recording Requirements, Law Enforcement Officers, Notice, Peace Officers, Presumptions, Privacy Interests, Public Officers And Employees - Title 38, Recordings, Retention Schedule",Introduced in Senate and read first time
AZ,SB1299,Law enforcement personnel; grant program,Law enforcement personnel; grant program,https://legiscan.com/AZ/bill/SB1299/2025,Fifty-seventh Legislature - First Regular Session (2025),2025-2025,John Kavanagh,"Appropriating Monies, Appropriation, Definitions, Department Of Public Safety (dps), Dps (see Also: Department Of Public Safety), Exemption, Grant Program, Law Enforcement Personnel, Law Enforcement Personnel Grant Program, Reimbursement, Replacement Officers, State Government - Title 41",Introduced in Senate and read first time
AZ,HCR2045,Law enforcement; first responders; honoring,Law enforcement; first responders; honoring,https://legiscan.com/AZ/bill/HCR2045/2025,Fifty-seventh Legislature - First Regular Session (2025),2025-2025,"Gail Griffin, Lupe Diaz, Chris Lopez",,Introduced in House and read first time
AR,HB1118,To Amend The Laws Concerning The Management Of Premium Taxes Under The Arkansas Fire And Police Pension Review Board; And To Declare An Emergency.,To Amend The Laws Concerning The Management Of Premium Taxes Under The Arkansas Fire And Police Pension Review Board; And To Declare An Emergency.,https://legiscan.com/AR/bill/HB1118/2025,95th General Assembly (2025 Regular),2025-2025,"Les Warren, Kim Hammer",,Filed
AR,HB1207,To Make Technical Corrections And Clarify Language For The Proper Administration Of Benefits Under The State Police Retirement System.,To Make Technical Corrections And Clarify Language For The Proper Administration Of Benefits Under The State Police Retirement System.,https://legiscan.com/AR/bill/HB1207/2025,95th General Assembly (2025 Regular),2025-2025,"Les Warren, Ben Gilmore",,Filed
AR,HB1210,To Amend The Laws Concerning Transfer Of Funds For The Costs Of Administering The Arkansas Judicial Retirement System And The State Police Retirement System.,To Amend The Laws Concerning Transfer Of Funds For The Costs Of Administering The Arkansas Judicial Retirement System And The State Police Retirement System.,https://legiscan.com/AR/bill/HB1210/2025,95th General Assembly (2025 Regular),2025-2025,"Les Warren, Ben Gilmore",,Filed
AR,HB1328,To Increase The Maximum Number Of Years Of Participation In The Arkansas State Police Officers Deferred Option Plan And The Arkansas State Police Officers' Tier Two Deferred Retirement Option Plan.,To Increase The Maximum Number Of Years Of Participation In The Arkansas State Police Officers Deferred Option Plan And The Arkansas State Police Officers' Tier Two Deferred Retirement Option Plan.,https://legiscan.com/AR/bill/HB1328/2025,95th General Assembly (2025 Regular),2025-2025,"Les Warren, Ben Gilmore, Shad Pearce",,Filed
AR,HB1348,To Amend The Law Concerning Survivor Benefits For The Dependent Child Of A Member Of The Arkansas Public Employees' Retirement System Or A Member Of The State Police Retirement System; And To Declare An Emergency.,To Amend The Law Concerning Survivor Benefits For The Dependent Child Of A Member Of The Arkansas Public Employees' Retirement System Or A Member Of The State Police Retirement System; And To Declare An Emergency.,https://legiscan.com/AR/bill/HB1348/2025,95th General Assembly (2025 Regular),2025-2025,"Les Warren, Kendra Moore",,Filed
AR,HB1119,To Amend The Provisions Regarding Delinquent Payments By A Political Subdivision Under The Arkansas Local Police And Fire Retirement System; And To Declare An Emergency.,To Amend The Provisions Regarding Delinquent Payments By A Political Subdivision Under The Arkansas Local Police And Fire Retirement System; And To Declare An Emergency.,https://legiscan.com/AR/bill/HB1119/2025,95th General Assembly (2025 Regular),2025-2025,"Les Warren, Kim Hammer",,Filed
AR,SB143,To Authorize The Division Of Arkansas State Police To Coordinate With Local Sheriffs And The Division Of Community Correction In Crime Reduction And Prevention Activities.,To Authorize The Division Of Arkansas State Police To Coordinate With Local Sheriffs And The Division Of Community Correction In Crime Reduction And Prevention Activities.,https://legiscan.com/AR/bill/SB143/2025,95th General Assembly (2025 Regular),2025-2025,Bryan King,,Filed
AR,SB79,To Amend The Law Concerning The Arkansas Public Employees' Retirement System And The State Police Retirement System.,To Amend The Law Concerning The Arkansas Public Employees' Retirement System And The State Police Retirement System.,https://legiscan.com/AR/bill/SB79/2025,95th General Assembly (2025 Regular),2025-2025,"Steve Crowell, Lane Jean",,Filed
AR,HB1304,To Set A Limitation Period For The Correction Of Errors Under The Arkansas Public Employees' Retirement System And The State Police Retirement System.,To Set A Limitation Period For The Correction Of Errors Under The Arkansas Public Employees' Retirement System And The State Police Retirement System.,https://legiscan.com/AR/bill/HB1304/2025,95th General Assembly (2025 Regular),2025-2025,"Les Warren, Jim Dotson",,Filed
AR,HB1415,To Amend The Law Concerning The Duties Of The State Fire Marshal; And To Allow The State Fire Marshal To Request An Inquiry By The Division Of Arkansas State Police For Arson.,To Amend The Law Concerning The Duties Of The State Fire Marshal; And To Allow The State Fire Marshal To Request An Inquiry By The Division Of Arkansas State Police For Arson.,https://legiscan.com/AR/bill/HB1415/2025,95th General Assembly (2025 Regular),2025-2025,"Lee Johnson, Kim Hammer",,Filed
AR,SB333,An Act For The University Of Arkansas At Pine Bluff - Police Station Facility Construction Appropriation For The 2025-2026 Fiscal Year.,An Act For The University Of Arkansas At Pine Bluff - Police Station Facility Construction Appropriation For The 2025-2026 Fiscal Year.,https://legiscan.com/AR/bill/SB333/2025,95th General Assembly (2025 Regular),2025-2025,Stephanie Flowers,,Filed
AR,HB1600,"To Amend The Law Concerning Municipal Law Enforcement; And To Amend The Law Concerning Holiday Compensation, Annual Vacation Leave, And Sick Leave For Law Enforcement Officers.","To Amend The Law Concerning Municipal Law Enforcement; And To Amend The Law Concerning Holiday Compensation, Annual Vacation Leave, And Sick Leave For Law Enforcement Officers.",https://legiscan.com/AR/bill/HB1600/2025,95th General Assembly (2025 Regular),2025-2025,"Dwight Tosh, Breanne Davis",,Filed
